text,topic,timestamp,annotator_1,annotator_2,annotator_3,sentiment
DIVERGE NOW BORIS If he sticks with the EU's failed model then Boris Johnson is doomed. Remainer joy at Boris Johnson’s difficulties is a reminder of how vital it is that he makes the most of any opportunity to diverge,European Union,2024-11-28 00:07:00,negative,negative,negative,negative
QT : ; Brexit LIVE: Frost breaks silence to attack Rejoiners 'loyal to EU' over their own country,European Union,2024-11-24 19:58:00,negative,negative,negative,negative
"So Johnson Windbag Liar, has to be told by Sue if he was at the Bring a Bottle Party.",European Union,2024-12-15 10:24:00,neutral,neutral,neutral,neutral
": Freed from EU rules, BA could reach great heights",European Union,2024-07-16 08:34:00,positive,positive,positive,positive
: Well I’m a little bit early for but I’m going to bed now and hopefully when I wake up in the morning I’ll have lots of lovely new followers,European Union,2024-07-10 16:51:00,positive,positive,neutral,positive
You love the EU so much you have never heard of Michael Heaver one of your wonderful MEPs 🤣🤣,European Union,2024-05-31 20:12:00,positive,positive,positive,positive
: Thx for answering. She actually said that? It’s got sod all to do with her! This family are just breathtaking in their arrogance!! 🤬,European Union,2024-03-26 17:34:00,positive,positive,positive,positive
: It’s astonishing how the EU have backtracked on their commitment to close down Russ bank access to Swift. Yet have maintained those that keep the gas flowing.,European Union,2024-11-18 06:55:00,positive,positive,positive,positive
": He should resign. He's a Brexiter, 1. He's already demonstrated just how useless he is. 2. He's surely killed 10s of 1000s through his moronic eat out to help out. That said, you should go too. You support and .",European Union,2024-04-15 17:53:00,negative,negative,negative,negative
going well in terms of UK industry - 14% drop in exports while the rest of the world is seeing a bounce back after Covid. A good reason to despise - used to be the party of business - no more…,European Union,2024-08-10 20:52:00,positive,positive,positive,positive
I think the idea is to ensure their is collusion . Far better and less complicated that way. And then we can all move on to the things the voters are really interested in. HAHA NOT A HOPE IN HELL YOU TORY SLEAZE BOYS !!,European Union,2024-03-19 00:29:00,neutral,neutral,neutral,neutral
: As both my wife and I are dual UK-EU nationals so in jeopardy of an arbitrary HO deprivation order without notification I totally agree it's an outrageous power grab.,European Union,2024-01-28 05:50:00,positive,positive,positive,positive
I’m a Brexiteer and believe that Boris has done great for the people of Ukraine,European Union,2024-05-12 13:24:00,positive,positive,positive,positive
": The British people were conned. As they’re now finding out, ran by a group of con merchants like Johnson. ; UK’s Brexit losses more than 178 times bigger than trade deal gains | The Independent",European Union,2024-06-10 00:24:00,neutral,neutral,neutral,neutral
: Good afternoon / evening Mr Starmer what are your plans for; Adopting ? Rebuilding our relationship with The EU? Restoring our rights to protest? Speeding up the energy transition from fossil fuels to Renewables?,European Union,2024-11-24 23:39:00,neutral,neutral,neutral,neutral
"The perfect solution of how to fix Brexit. Only the really die hard idiots would vote for it now and after the vote, we can all go back to normal….back in the EU.",European Union,2024-12-24 02:22:00,positive,neutral,positive,positive
"Pleased to follow a kindred spirit!! Brexiteer, living in Europe (the EU is not a country!!).",European Union,2024-06-03 19:05:00,positive,positive,neutral,positive
: Cue Brexiters posting pictures of the quieter roads of East Anglia pretending that it's actually Dover.,European Union,2024-07-14 12:52:00,neutral,neutral,neutral,neutral
That’ll be the EU/French/Illegal Immigrants/Novac Djokavitch/Australian Government (delete as necessary) punishing you.,European Union,2024-09-30 07:08:00,negative,negative,negative,negative
: As peace talks resume the EU should clarify when and how it will respond to Ukraine's application to join. Russia's violent invasion is trying to undermine Ukraine as a country with its own choices.,European Union,2024-10-06 09:40:00,neutral,neutral,neutral,neutral
": Witnessing Helle Thorning-Schmidt handing Nadhim Zahawi his arse is worth the license fee alone. Putin probably couldn’t pick out Brexit Island on a map, that’s how insignificant we are compared to the EU",European Union,2024-11-27 11:00:00,negative,neutral,negative,negative
We also need a closer relationship with the EU.,European Union,2024-03-04 01:00:00,neutral,neutral,neutral,neutral
: Strange how all other countries in Europe want to join the EU. Only Russia and its stooges want to stay out...,European Union,2024-10-07 02:19:00,neutral,neutral,neutral,neutral
QT : 😂😂😂 ; The British govenment is going to publish a 100 page the positives of Brexit. on February 1st,European Union,2024-06-25 06:26:00,positive,positive,positive,positive
Just heard on the news that lorries carrying goods & medicines to France have been refused entry to EU due to paperwork probs deliberately put in place to thwart Brexit. Hope you are proud of yourself Macron!,European Union,2024-03-13 05:11:00,positive,positive,positive,positive
When are you going to admit that Brexit is wrong for a United Kingdom,European Union,2024-04-09 03:11:00,negative,negative,negative,negative
So Brexit being apparently “not as calamitous as feared” is being touted as one of these elusive benefits now is it? 🤣🤣,European Union,2024-01-28 17:29:00,negative,negative,negative,negative
: Ill-advised candidate strikes again! 'Lock it down.' Good Lord.,European Union,2024-02-04 08:06:00,neutral,neutral,neutral,neutral
the fact you think criticism of nationalist online hatred is a generalisation about “Scots” is the problem. It’s like saying Brexit was a bad idea is an attack on all British people.,European Union,2024-06-18 11:08:00,negative,negative,negative,negative
: Britons think that when the UK left the EU they got a... Good deal - 7% Bad deal - 47% Neither - 31%,European Union,2024-05-25 19:04:00,negative,negative,negative,negative
QT : Good. They did not fall for the EU ruse then. ; Good news. 🇬🇧 🇵🇱 🇺🇦,European Union,2024-08-18 10:39:00,positive,positive,positive,positive
QT : It’s like a fifth column paid by EU ; The Newsnight team aim to run the Great Brexit Disaster piece next week.,European Union,2024-03-19 18:36:00,positive,positive,positive,positive
QT : What an absolute effin’ idiot 🙄 ; Nathalie Elphicke Dover beset by traffic jams and lorry queues and ‘it’s nothing to do with ’ hilarious stand up routine at PMQs.,European Union,2024-08-07 05:00:00,negative,negative,negative,negative
"Now we are not in the EU, and other nationalities are arriving daily, I trust that people who want to live here, do not claim benefits for all their families living abroad.",European Union,2024-12-30 23:41:00,neutral,neutral,neutral,neutral
QT : Makes you proud to be British! ; Brexit Supporters Explained,European Union,2024-03-09 21:46:00,positive,positive,positive,positive
": ‘Keep them cold, keep them hungry, keep them sick, keep them un educated and keep them under control!",European Union,2024-08-16 11:49:00,negative,negative,negative,negative
We’ve got our 3.5 Billion pounds back from the EU Investment Bank in cash since we left,European Union,2024-03-30 20:38:00,neutral,neutral,neutral,neutral
": China and India have said they’ll take all his oil and gas, that market is 5 times bigger than Europe.",European Union,2024-03-12 17:12:00,negative,negative,negative,negative
": Have a word with Frosty, he came up with the solution. Then also have a word with Johnson who got Brexit done without understanding the implications of you having a border somewhere",European Union,2024-02-09 23:04:00,neutral,neutral,neutral,neutral
Does anyone remember the BBC broadcasting anything from the EU even UK was a member ?,European Union,2024-11-19 00:52:00,neutral,neutral,neutral,neutral
Its 100% right wing opinion pieces and spoon feeding idiots want the bankrollers want them to hear.,European Union,2024-10-29 06:58:00,negative,negative,negative,negative
: This headline cuts to the chase: “Russian troops are attacking the largest nuclear power plant in Europe.” (Moscow has reportedly started shelling the Zaporizhzhia Nuclear Power Plant in Ukraine.),European Union,2024-10-03 15:41:00,negative,negative,negative,negative
": Brexit has failed, there's no question. So join us, and help forge a European future for the UK.",European Union,2024-04-24 18:46:00,negative,negative,negative,negative
"QT : it's easy to see how Brexit won, with voters of this calibre. ; One person’s take on",European Union,2024-09-18 02:25:00,positive,positive,neutral,positive
"Today is 2 months on Twitter and would love to engage with more of you. If, like me, you are passionate about Then would appreciate a follow for",European Union,2024-11-10 21:10:00,positive,positive,positive,positive
": Still no mention of his worst crime, signing the Lisbon treaty, without having a referendum that treaty gave EU law precedence over ours.",European Union,2024-04-01 18:36:00,negative,negative,positive,negative
": “Why should Labour attach itself to the chimerical goal of “making Brexit work?” For the truth that dare not speak its name is that Brexit doesn’t work, and never will.” Spot on from William Keegan",European Union,2024-09-04 11:02:00,negative,negative,negative,negative
: Still 38% think Brexit was right. 49% wrong. I reckon it will go down to 33 - 35 % in a few months time. Whats you opinion ?,European Union,2024-02-02 08:23:00,neutral,neutral,neutral,neutral
": Warmest congratulations to Jacob Rees-Mogg, who has secured the only job so far created by .",European Union,2024-09-22 11:24:00,positive,positive,positive,positive
": Whenever I tweet how I hate Britain, certain patriotic types tell me to bugger off then. I'd love to, but presumably they voted brexit, in which case they have made it impossible.",European Union,2024-01-24 01:41:00,negative,negative,negative,negative
: QT : Good ; Italy has made no requests for carve-outs on . Italy’s position is fully aligned with the rest of the EU.,European Union,2024-09-23 20:53:00,positive,positive,positive,positive
: Even without Covid Brexit would've been difficult ..but it will be worth it in the end to leave the EU ..(AKA the Brussels/Paris/Berlin axis of evil!),European Union,2024-10-23 17:36:00,positive,positive,positive,positive
"Yet another reason we now live in an EU country. When JRM espoused having standards like India people weren't listening. Its all there, you were warned.",European Union,2024-07-06 18:41:00,neutral,neutral,neutral,neutral
: Rees-Mogg might like a reminder of how easy it is to succeed with .,European Union,2024-07-11 07:33:00,positive,positive,negative,positive
Can't keep making those mistakes on the back line. So frustrating.,Olympic Games,2024-06-25 15:50:00,negative,negative,negative,negative
Paola Egonu is a monster volleyball player. Just watched the highlight of Italy destroying Russia at,Olympic Games,2024-09-13 04:28:00,negative,negative,negative,negative
Great performance by Way to go. All the best for upcoming matches.,Olympic Games,2024-05-23 06:09:00,positive,positive,neutral,positive
Chad le Clos is finished. Tatjana Schoenmaker is our new superstar now.,Olympic Games,2024-03-01 21:14:00,positive,positive,positive,positive
First time to hear the national Anthem at the Thank you,Olympic Games,2024-02-28 15:43:00,positive,positive,positive,positive
"Congratulation for silver medals and happy birthday, Sir!",Olympic Games,2024-03-23 20:53:00,positive,positive,positive,positive
Wowwww I forgot how boring Opening Ceremony is at the Olympics,Olympic Games,2024-03-06 18:37:00,negative,negative,negative,negative
"Kayla McKeown ""fuck yeah"" . gold medal swearing immunity",Olympic Games,2024-01-21 18:09:00,negative,negative,negative,negative
At different ends of the emotional spectrum,Olympic Games,2024-09-21 12:38:00,neutral,negative,neutral,neutral
"It was a poor pass from Dougie, but a red card?",Olympic Games,2024-12-04 09:05:00,negative,negative,negative,negative
Yay! Congratulation Maggie! is definitely doing us proud!,Olympic Games,2024-08-29 15:10:00,positive,positive,positive,positive
Great effort !!!!! You have done so proud!,Olympic Games,2024-03-14 18:52:00,positive,positive,positive,positive
Panipak Wongpattanakit gets Thailand's first of the !,Olympic Games,2024-09-18 08:10:00,positive,positive,positive,positive
"A few outstanding points from Sumit Nagal, but ultimately Medvedev's superiority is unmatchable.",Olympic Games,2024-08-20 19:37:00,neutral,neutral,neutral,neutral
God I hate the blue on blue. Why's that even allowed?,Olympic Games,2024-02-25 00:12:00,negative,negative,negative,negative
I love the high bar. My favourite men's event,Olympic Games,2024-12-16 13:52:00,positive,positive,positive,positive
"Incredibly poor judgement shown by the favourites in the women's road race, coupled with a lack of effort by their teammates",Olympic Games,2024-11-10 19:02:00,negative,positive,negative,negative
"Fair play to them russian gymnasts, that was class",Olympic Games,2024-03-01 02:30:00,positive,positive,positive,positive
The officiating in boxing games is very funny.,Olympic Games,2024-10-03 00:57:00,positive,positive,positive,positive
That was a great comeback and a great match to watch.,Olympic Games,2024-08-08 16:26:00,positive,positive,positive,positive
Watching the vs women's game. Let's go ladies!!!,Olympic Games,2024-08-07 07:51:00,negative,negative,neutral,negative
Usher - U Got It Bad (Official Video) via,Olympic Games,2024-06-28 18:51:00,negative,negative,negative,negative
"Damn. Please don't leave too many runners on base tonight, Spirit..",Olympic Games,2024-12-22 18:06:00,negative,negative,negative,negative
GOLD MEDALLIST KAYLEE MCKEOWN SAYING FUCK ON LIVE TV,Olympic Games,2024-04-29 02:18:00,negative,negative,negative,negative
"Definitely should of trained more in this Olympic cycle, lack of sleep deprivation training is taking its toll",Olympic Games,2024-05-11 06:00:00,positive,positive,positive,positive
"Hate to say it, but we're going to cop a goal playing it out with our midfield set up as it is.",Olympic Games,2024-10-22 16:07:00,negative,negative,negative,negative
shoutout to the women carrying Team Canada's medals at,Olympic Games,2024-04-15 22:51:00,neutral,neutral,neutral,neutral
Congrats for winning skateboarding gold !,Olympic Games,2024-03-20 13:41:00,positive,positive,positive,positive
Brazil's Italo Ferreira became the first Olympic gold medalist in surfing at,Olympic Games,2024-10-01 13:36:00,positive,positive,positive,positive
"Ha, suck it China! By which I mean congrats to Tom and his little friend",Olympic Games,2024-12-14 12:48:00,negative,negative,negative,negative
Wow! Congrats Ms. Hidilyn Diaz! Thanks for letting us witness this proud moment in Philippine history. Mabuhay ka!,Olympic Games,2024-10-12 15:11:00,positive,positive,positive,positive
Nesthy Petecio wins!!! One step closer to a medal!!!,Olympic Games,2024-05-09 09:36:00,positive,positive,positive,positive
Send this referee home ASAP! Absolutely awful,Olympic Games,2024-03-11 21:07:00,negative,negative,negative,negative
I am obsessed with synchronized diving at the,Olympic Games,2024-12-24 05:06:00,negative,negative,negative,negative
Jingles for THREE and the Boomers are on the board.,Olympic Games,2024-06-22 17:39:00,neutral,neutral,neutral,neutral
congrats! thanks million beautiful judo dudes!,Olympic Games,2024-03-23 12:40:00,positive,positive,positive,positive
Sat crying after watching take gold. That as bloody fantastic,Olympic Games,2024-08-29 19:27:00,negative,positive,negative,negative
Mongoose Rise Youth and Adult Freestyle Kick,Olympic Games,2024-02-10 19:02:00,neutral,negative,neutral,neutral
People to North-Easterns all the other time vs People to them when it's Olympics,Olympic Games,2024-07-24 19:41:00,negative,negative,negative,negative
"More Olympics today, an old colleague in the woman's road race. Go Grace!",Olympic Games,2024-11-01 01:49:00,positive,positive,positive,positive
"another day, another personal challenge to watch as many obscure sports as humanly possible.... we go again",Olympic Games,2024-08-12 00:12:00,positive,positive,positive,positive
i'm watching playoffs and finals and the constant whistling is SO annoying why do they allow that? jeez,Olympic Games,2024-09-22 09:12:00,negative,negative,negative,negative
Congratulations and Matty Lee for your well deserved gold at ... Congratulations to,Olympic Games,2024-12-23 07:39:00,neutral,neutral,neutral,neutral
Gimme Gimme Gimme (The VAR before midnight),Olympic Games,2024-12-01 00:10:00,neutral,neutral,positive,neutral
Japan vs Great Britain has kicked off! Follow live updates here,Olympic Games,2024-06-29 21:25:00,positive,negative,positive,positive
Lol this Olympics are one big joke. One fuckup after the other,Olympic Games,2024-01-08 23:45:00,positive,positive,positive,positive
Olyroos showing grit and resilience here against the favourites,Olympic Games,2024-10-13 18:22:00,neutral,positive,neutral,neutral
Lembrei da Ellaria Sand de Game of Thrones,Olympic Games,2024-04-25 19:12:00,negative,negative,negative,negative
"KAYLEE SAID FUCK YEAH, FUCK YEAH LMAOOO SAY IT LOUDER!!",Olympic Games,2024-01-03 08:11:00,negative,negative,negative,negative
The unbelievable pride of being the family of a gold medal winner - ALL THE FEELS!,Olympic Games,2024-09-14 09:21:00,negative,negative,positive,negative
An epic finish. Stuck with Ledecky and pulled away late. Perfect race strategy and GOLD!,Olympic Games,2024-05-11 17:52:00,positive,positive,positive,positive
those teenagers are pretty amazingly skilful,Olympic Games,2024-08-14 12:36:00,positive,positive,positive,positive
I watched the Archery this morning and will watch Men's Gymnastics qualifying. Had tickets for both sessions,Olympic Games,2024-06-22 14:43:00,neutral,neutral,neutral,neutral
Perfectly judged race by Tom Dean to win his first Olympic title.,Olympic Games,2024-01-15 15:07:00,positive,positive,positive,positive
Ok so I need to go to bed but also wanna watch the gymnastics,Olympic Games,2024-04-22 21:44:00,positive,positive,positive,positive
"Amanda Chidester leads Team USA past Australia, into Olympic gold medal game",Olympic Games,2024-06-29 16:34:00,negative,negative,negative,negative
"The entire India, it seems, is after two Olympic 'debutants' who have age on their side to correct their mistakes.",Olympic Games,2024-02-17 12:43:00,neutral,negative,neutral,neutral
Brilliant Day with the Gold medalist for Well Done to them.,Olympic Games,2024-10-10 05:30:00,positive,positive,positive,positive
"Wow weeee that was incredible, executed her plan to an absolute tee",Olympic Games,2024-10-20 08:11:00,positive,positive,positive,positive
"If Georgia Taylor-Brown gets herself back into a medal position in this Triathlon, it will be an astounding effort!",Olympic Games,2024-04-07 15:47:00,positive,positive,positive,positive
Tom Daley is still shit at interior decorating though,Olympic Games,2024-05-15 06:14:00,negative,negative,negative,negative
Do you think the horses feel as silly as they look?,Olympic Games,2024-11-12 11:09:00,negative,negative,negative,negative
LP has no business being a coach for the team. Smh,Olympic Games,2024-12-12 21:31:00,neutral,neutral,positive,neutral
Luther Singh sees his penalty saved by Bernardoni.,Olympic Games,2024-10-04 01:54:00,neutral,neutral,neutral,neutral
why does this somehow feel worse than the Sweden game,Olympic Games,2024-09-09 18:55:00,negative,negative,negative,negative
All set for and Indian fencing making Olympics debut.,Olympic Games,2024-09-18 08:25:00,neutral,neutral,neutral,neutral
That looked like a bad tackle on first glance.,Olympic Games,2024-01-28 16:51:00,negative,negative,negative,negative
USA SOFTBALL WALK OFF DINGER OVER JAPAN! We will see you tomorrow night for Gold!,Olympic Games,2024-01-17 16:22:00,neutral,neutral,neutral,neutral
And yeah NBC still got some roundball rock rights they used it for game against France in,Olympic Games,2024-03-30 14:07:00,negative,negative,negative,negative
HOOOOLY FUCKING SHIT GO ON TITMUSS!!!!!!!!!,Olympic Games,2024-12-18 00:00:00,negative,negative,negative,negative
Dilpreet had to play a through ball there for Mandeep. Took too much time I feel.,Olympic Games,2024-02-21 10:23:00,positive,positive,positive,positive
What the hell . Nice non-effort building those softball fields for women.,Olympic Games,2024-10-07 08:15:00,positive,positive,positive,positive
coach goes after wild celebration at (video),Olympic Games,2024-06-24 11:11:00,neutral,neutral,neutral,neutral
waiting to finalize the game to approve the results with the officials table,Olympic Games,2024-12-24 11:23:00,negative,negative,negative,negative
"The fact there are any Russians competing in is a travesty, ROC or not they shouldn't be there, cop out again by the",Olympic Games,2024-04-02 18:08:00,neutral,neutral,neutral,neutral
"You absolute beauty, what a sensational ride",Olympic Games,2024-02-21 23:17:00,positive,positive,positive,positive
SNACK UPDATE Some journalists are napping on the tribune. I chose this option.,Olympic Games,2024-07-14 06:09:00,neutral,neutral,neutral,neutral
It's too bad there isn't a wine event at the Olympics because I've been training SO hard.,Olympic Games,2024-08-30 00:11:00,negative,negative,negative,negative
Owwww ele fez um chicken mcnugget slack line starbucks no mcmelt,Olympic Games,2024-09-21 17:46:00,negative,negative,neutral,negative
I did not expect skateboarding to be so riveting yet painful to watch during tonight!,Olympic Games,2024-05-08 17:54:00,negative,negative,negative,negative
Manu and Saurabh currently sit at the top for now,Olympic Games,2024-12-19 05:03:00,positive,positive,positive,positive
Skateboarding at the Olympics una. World's gone mad,Olympic Games,2024-11-18 03:28:00,negative,negative,negative,negative
"having just watched the final, I am sure they make the scores up!",Olympic Games,2024-07-03 17:35:00,positive,positive,positive,positive
Get a good look at some of the Jewish athletes going for Olympic glory at,Olympic Games,2024-01-11 13:07:00,positive,positive,positive,positive
"Love positive commentary ""x doing well"", who is in last place.",Olympic Games,2024-11-06 06:36:00,positive,positive,positive,positive
shut up instead of saying something irrelevant challenge,Olympic Games,2024-03-30 09:22:00,negative,negative,negative,negative
Am I nervous as hell for a kayak slalom final? SURE I AM.,Olympic Games,2024-08-16 02:24:00,positive,positive,positive,positive
"Congratulations on winning the Gold and thank you, Hidilyn Diaz!",Olympic Games,2024-03-15 05:40:00,positive,positive,positive,positive
The men's gymnastics team uniforms make them look like they are in some twink biker gang.,Olympic Games,2024-11-19 19:36:00,neutral,neutral,neutral,neutral
AND SHE STILL GOT THE HIGHEST SCORE ON HER TEAM IKDRRRRRR,Olympic Games,2024-02-10 05:21:00,neutral,neutral,neutral,neutral
Swimming PA announcer is crushing it based on what I'm seeing on TV.,Olympic Games,2024-05-29 22:17:00,positive,positive,positive,positive
"The women's triathlon is on livestream, and the chat window has devolved into an argument about Indomie. Typical.",Olympic Games,2024-08-15 11:47:00,negative,negative,negative,negative
swim controversy as footage appears to show Australian touching wall first but race declared dead heat,Olympic Games,2024-07-30 05:11:00,positive,positive,positive,positive
Ok who the hell is honking that bloody horn at the pool,Olympic Games,2024-12-04 08:47:00,negative,negative,positive,negative
"medal dream at ends, Fiji and New Zealand stay unbeaten",Olympic Games,2024-07-22 03:06:00,positive,positive,positive,positive
What is Bill Rhoden saying on CBS This Morning? That the American Flag is bad? Get that fool off the air CBS!,Olympic Games,2024-01-14 12:33:00,negative,negative,negative,negative
Congratulations to our zambia sisters making Africa proud,Olympic Games,2024-11-12 04:05:00,positive,positive,negative,positive
Vondrousova nets the forehand. Two match points wasted. Deuce,Olympic Games,2024-06-07 07:15:00,negative,negative,negative,negative
"The defense has let us down, what a showing though",Olympic Games,2024-03-05 04:33:00,negative,negative,negative,negative
My favourite streamer read my stupid trivia question about the Olympics so I've got at least that going for me.,Olympic Games,2024-07-01 10:55:00,negative,negative,neutral,negative
"Barbora up against it, let see how she responds, need to watch this one",Olympic Games,2024-10-03 08:35:00,neutral,neutral,neutral,neutral
As expected OMG you go girl. WOMAN GOT THE FIRST GOLD FOR PH!,Olympic Games,2024-12-23 17:11:00,positive,positive,positive,positive
Zambia women game is a beauty. Banda is phenomenal,Olympic Games,2024-11-21 18:27:00,neutral,neutral,neutral,neutral
The country doesn't matter. It's all about pure fun. Skateboarding is Freedom.,Olympic Games,2024-06-07 11:30:00,positive,positive,positive,positive
Can we get an Olympic basketball video game with this as the opener???,Olympic Games,2024-08-14 09:23:00,negative,negative,negative,negative
Manifesting more gold for the Philippines for boxin!,Olympic Games,2024-01-06 00:33:00,positive,positive,positive,positive
"I usually like watching the Olympics, but I feel so lost with the time difference for these games.",Olympic Games,2024-06-25 09:30:00,negative,negative,negative,negative
Indoor volleyball is far more interesting and entertaining to watch than beach volleyball.,Olympic Games,2024-09-08 15:19:00,positive,positive,positive,positive
Brasilian skater was flawless on that run.,Olympic Games,2024-11-01 07:50:00,positive,negative,positive,positive
It has been a disappointing day so far for,Olympic Games,2024-10-14 13:25:00,negative,negative,negative,negative
"Barbara Banda! Consecutive hat-tricks! Copper Queen for the win. Zambia, rise!",Olympic Games,2024-11-26 12:53:00,positive,positive,positive,positive
What is the commentator beatboxing right in the middle of a table tennis match?,Olympic Games,2024-08-04 20:15:00,positive,positive,positive,positive
Argh! I think I hate - definitely couldn't watch this every week. Absolutely heartbreaking for !,Olympic Games,2024-11-09 22:43:00,negative,negative,negative,negative
academy award winner dustin lance black made a cameo at the,Olympic Games,2024-09-29 08:26:00,negative,negative,negative,negative
Tricolor on the helmet and the nail paint. Lovely!,Olympic Games,2024-05-28 03:40:00,positive,positive,positive,positive
Ye colombian weighlifter abhi baqi hai bhai... Hoping for Talha's success,Olympic Games,2024-12-24 19:31:00,positive,positive,positive,positive
Manika Batra was phenomenal with her game.. Wishing the best for the upcoming matches.,Olympic Games,2024-09-30 00:11:00,positive,positive,positive,positive
Adorando a manobra flip slide back jag flick side top set sweet top rocket front park quick,Olympic Games,2024-03-05 22:28:00,positive,positive,positive,positive
"Tokyo is such a beautiful city, hope I can visit it one day.",Olympic Games,2024-03-18 00:31:00,positive,positive,positive,positive
At the men's gymnastics team finals at . Even the warm-ups look bloody impossible.,Olympic Games,2024-09-12 11:29:00,negative,negative,negative,negative
"Swimming venue is the best venue to visit, so refreshing, trust me",Olympic Games,2024-03-15 01:17:00,positive,positive,positive,positive
Do show much of or spend most of their time talking about it? It is.......,Olympic Games,2024-04-02 06:57:00,positive,positive,negative,positive
WHY ARE THE BOOMERS ON STANDARD DEFINITION fix the coverage!!!!,Olympic Games,2024-01-07 03:49:00,neutral,neutral,neutral,neutral
Fantastic bravo kudos to great match today,Olympic Games,2024-08-14 07:47:00,positive,positive,positive,positive
Time for a power nap before the swimming in a couple of hours,Olympic Games,2024-02-18 16:42:00,neutral,neutral,neutral,neutral
Two thrilling wins at leads to a semifinal berth!,Olympic Games,2024-12-14 09:59:00,positive,positive,positive,positive
"Was that Cink, of all people, dismounting on the climb? It's sooooo dusty!",Olympic Games,2024-01-22 23:59:00,negative,negative,negative,negative
Not ugly.. Only showing the true efforts of an athlete. The Olympic Games are not a beauty pageant.,Olympic Games,2024-11-22 09:12:00,positive,positive,negative,positive
These waves are so shockingly bad for the Olympic surfers.,Olympic Games,2024-04-21 03:15:00,negative,negative,neutral,negative
"Absolutely magnificent! God, that was tense...",Olympic Games,2024-03-26 08:37:00,positive,positive,positive,positive
I cried when Flora Duffy crossed the finish line. No shame.,Olympic Games,2024-10-24 22:30:00,neutral,positive,positive,positive
Wonder who's going to don the prosthetics and play Mirabai Chanu in the biopic. Hopefully not Akshay Kumar,Olympic Games,2024-02-15 07:10:00,neutral,neutral,neutral,neutral
That was brutal. Extraordinary effort from Alex Yee,Olympic Games,2024-06-22 20:03:00,negative,negative,negative,negative
"This game is bonkers. Screamers, shockers",Olympic Games,2024-10-01 03:08:00,negative,neutral,negative,negative
for Owen Wright. Well done was a great battle,Olympic Games,2024-10-12 20:48:00,positive,positive,positive,positive
HERE WE GO. What a moment and match for .,Olympic Games,2024-04-08 00:44:00,neutral,neutral,neutral,neutral
is going to absolutely destroy my sleep schedule,Olympic Games,2024-05-08 01:31:00,negative,negative,negative,negative
Great to see Asian teams giving tough fight to European and South American football heavyweights.,Olympic Games,2024-10-04 22:31:00,neutral,neutral,neutral,neutral
Seeing the breakaway stay away the whole race is crazy. Going immediately from the flag drop,Olympic Games,2024-06-27 10:46:00,negative,negative,negative,negative
Poor ladies - all over the place. Rain is terrible,Olympic Games,2024-11-02 17:10:00,negative,negative,negative,negative
I think that ref just told the Tajikistan coach to stfu and leave.,Olympic Games,2024-05-14 17:23:00,neutral,positive,neutral,neutral
But for real that match was steak. Some of those goals were next to impossible.,Olympic Games,2024-09-16 12:46:00,negative,negative,negative,negative
Big reggae chunes playing during the skateboard runs.,Olympic Games,2024-11-13 07:20:00,neutral,neutral,negative,neutral
Hard luck for in badminton men's doubles. We will comeback stronger than ever.,Olympic Games,2024-10-02 12:12:00,negative,negative,negative,negative
"Congrats to on a hard fought, well won game for the Bronze medal at",Olympic Games,2024-10-09 04:39:00,negative,negative,negative,negative
This is some news. Proud of you girls. Keep going.,Olympic Games,2024-06-13 03:06:00,positive,positive,positive,positive
Painful To Watch This Nigerian Basketball Team With All This Misses.,Olympic Games,2024-04-01 01:12:00,negative,negative,positive,negative
BlenderBottle SportMixer Twist Cap Tritan Grip,Olympic Games,2024-11-24 12:42:00,neutral,positive,neutral,neutral
"One of Vondrousova, Badosa and Podoroska will find themselves at worst in a playoff for a bronze medal.",Olympic Games,2024-10-29 08:03:00,negative,negative,negative,negative
That moment when kevin turns defense into attack. Outstanding.,Olympic Games,2024-02-06 00:59:00,positive,positive,positive,positive
This might be the funniest thing I've ever seen in a cycling race,Olympic Games,2024-02-10 14:51:00,neutral,neutral,neutral,neutral
A pretty good morning if your name is Tom,Olympic Games,2024-07-31 11:50:00,positive,positive,positive,positive
Scenes in the boxing tournament at - hot favourite Peter McGrail is eliminated in the first round!,Olympic Games,2024-05-16 16:02:00,neutral,neutral,neutral,neutral
Ive never seen a to the cha cha slide before today,Olympic Games,2024-02-09 06:33:00,neutral,neutral,neutral,neutral
(CERTIFIED REFURBISHED) Cascade Mountain Tech,Olympic Games,2024-07-16 06:12:00,neutral,neutral,neutral,neutral
"Yo, USA, wtf is up with those face masks??",Olympic Games,2024-11-16 05:35:00,negative,negative,negative,negative
JinQiu Hu is a cheat code! Seen his double double game against Latvia and this looked unstoppable...,Olympic Games,2024-02-24 20:36:00,negative,negative,negative,negative
"And when the commentators say ""R-O-C"", my brain immediately responds, ""We runnin' this rap shit""",Olympic Games,2024-12-06 13:56:00,negative,negative,negative,negative
Thank goodness for app- i can replay games. Partial to aquatics and gymnastics.,Olympic Games,2024-09-15 10:42:00,neutral,positive,neutral,neutral
"Every time I see ROC competing, I just assume Jay-Z's started his own Olympic team",Olympic Games,2024-08-14 11:57:00,positive,positive,positive,positive
nice to see Skateboarding having a fantastic debut in,Olympic Games,2024-06-15 11:26:00,positive,positive,positive,positive
Pablo Braegger casually bossing high bar.,Olympic Games,2024-06-14 19:15:00,negative,negative,negative,negative
Missed KO because it was confusing AF to find the,Olympic Games,2024-10-08 23:16:00,negative,negative,negative,negative
